SNP	marker	chr	pos_cM	pos_bp
1_276773872	M842	1	163.4	276773872
1_277034682	M843	1	163.6	277034682
1_277322010	M844	1	163.8	277322010
1_277587286	M845	1	164	277587286
1_277836102	M846	1	164.2	277836102
1_278105923	M847	1	164.4	278105923
1_278317415	M848	1	164.6	278317415
1_278503271	M849	1	164.8	278503271
1_278688917	M850	1	165	278688917
1_278868905	M851	1	165.2	278868905
1_279053354	M852	1	165.4	279053354
1_279262485	M853	1	165.6	279262485
1_279431197	M854	1	165.8	279431197
1_279668456	M855	1	166	279668456
1_279834994	M856	1	166.2	279834994
1_280012317	M857	1	166.4	280012317
1_280201841	M858	1	166.6	280201841
1_280382517	M859	1	166.8	280382517
1_280582426	M860	1	167	280582426
1_280790048	M861	1	167.2	280790048
1_280959814	M862	1	167.4	280959814
1_281131366	M863	1	167.6	281131366
1_281252088	M864	1	167.8	281252088
1_281370544	M865	1	168	281370544
1_281632439	M867	1	168.4	281632439
1_281757642	M868	1	168.6	281757642
1_281877063	M869	1	168.8	281877063
1_282607311	M870	1	169	282607311
1_282800928	M871	1	169.2	282800928
1_283002245	M872	1	169.4	283002245
1_283200685	M873	1	169.6	283200685
1_283407491	M874	1	169.8	283407491
1_283601020	M875	1	170	283601020
1_283792338	M876	1	170.2	283792338
1_283982839	M877	1	170.4	283982839
1_284171664	M878	1	170.6	284171664
1_284368301	M879	1	170.8	284368301
1_284620209	M880	1	171	284620209
1_284867869	M881	1	171.2	284867869
1_284972675	M882	1	171.4	284972675
1_285180707	M885	1	172	285180707
1_285275624	M886	1	172.2	285275624
1_285373428	M887	1	172.4	285373428
1_285477412	M888	1	172.6	285477412
1_285561907	M889	1	172.8	285561907
1_285660600	M890	1	173	285660600
1_285740538	M891	1	173.2	285740538
1_285835816	M892	1	173.4	285835816
1_285931052	M893	1	173.6	285931052
1_286025521	M894	1	173.8	286025521
1_286119404	M895	1	174	286119404
1_286213266	M896	1	174.2	286213266
1_286310464	M897	1	174.4	286310464
1_286389587	M898	1	174.6	286389587
1_286476082	M899	1	174.8	286476082
1_286584522	M900	1	175	286584522
1_286665799	M901	1	175.2	286665799
1_286757630	M902	1	175.4	286757630
1_286925810	M903	1	175.6	286925810
1_287093928	M904	1	175.8	287093928
1_287283713	M905	1	176	287283713
1_287463914	M906	1	176.2	287463914
1_287651243	M907	1	176.4	287651243
1_287834359	M908	1	176.6	287834359
1_288342807	M909	1	176.8	288342807
1_288668332	M910	1	177	288668332
1_288962543	M911	1	177.2	288962543
1_289254034	M912	1	177.4	289254034
1_289499690	M913	1	177.6	289499690
1_289777928	M914	1	177.8	289777928
1_290260433	M916	1	178.2	290260433
1_290336811	M917	1	178.4	290336811
1_290595967	M919	1	178.8	290595967
1_290708986	M920	1	179	290708986
1_290795163	M921	1	179.2	290795163
1_291009030	M922	1	179.4	291009030
1_291273047	M923	1	179.6	291273047
1_291511863	M924	1	179.8	291511863
1_291653311	M925	1	180	291653311
1_291800282	M926	1	180.2	291800282
1_291949133	M927	1	180.4	291949133
1_292095646	M928	1	180.6	292095646
1_292183862	M929	1	180.8	292183862
1_292226266	M930	1	181	292226266
1_292361642	M931	1	181.2	292361642
1_292573464	M932	1	181.4	292573464
1_292797746	M933	1	181.6	292797746
1_292977325	M934	1	181.8	292977325
1_293114322	M935	1	182	293114322
1_293232285	M936	1	182.2	293232285
1_293349704	M937	1	182.4	293349704
1_293611992	M938	1	182.6	293611992
1_293728449	M939	1	182.8	293728449
1_293850655	M940	1	183	293850655
1_293953019	M941	1	183.2	293953019
1_294239403	M943	1	183.6	294239403
1_294353185	M944	1	183.8	294353185
1_294472376	M945	1	184	294472376
1_294591959	M946	1	184.2	294591959
1_294710048	M947	1	184.4	294710048
1_294827587	M948	1	184.6	294827587
1_294963363	M949	1	184.8	294963363
1_295108012	M950	1	185	295108012
1_295299915	M951	1	185.2	295299915
1_295451001	M952	1	185.4	295451001
1_295608532	M953	1	185.6	295608532
1_295756555	M954	1	185.8	295756555
1_295891989	M955	1	186	295891989
1_296035792	M956	1	186.2	296035792
1_296198439	M957	1	186.4	296198439
1_296356504	M958	1	186.6	296356504
1_296635137	M960	1	187	296635137
1_296779628	M961	1	187.2	296779628
1_296957137	M962	1	187.4	296957137
1_297091121	M963	1	187.6	297091121
1_297235194	M964	1	187.8	297235194
1_297382408	M965	1	188	297382408
1_297453772	M966	1	188.2	297453772
1_297523714	M967	1	188.4	297523714
1_297592569	M968	1	188.6	297592569
1_297669653	M969	1	188.8	297669653
1_297741693	M970	1	189	297741693
1_297814533	M971	1	189.2	297814533
1_297885744	M972	1	189.4	297885744
1_297958084	M973	1	189.6	297958084
1_298090499	M974	1	189.8	298090499
1_298105757	M975	1	190	298105757
1_298178555	M976	1	190.2	298178555
1_298249955	M977	1	190.4	298249955
1_298395732	M979	1	190.8	298395732
1_298472972	M980	1	191	298472972
1_298545756	M981	1	191.2	298545756
1_298637149	M982	1	191.4	298637149
1_298751681	M983	1	191.6	298751681
1_298856828	M984	1	191.8	298856828
1_298988610	M985	1	192	298988610
1_299103651	M986	1	192.2	299103651
1_299282890	M989	1	192.8	299282890
1_299438108	M990	1	193	299438108
1_299725019	M991	1	193.2	299725019
1_300092580	M992	1	193.4	300092580
1_300267061	M993	1	193.6	300267061
1_300524643	M994	1	193.8	300524643
1_300598367	M995	1	194	300598367
1_300630830	M996	1	194.2	300630830
1_300661518	M999	1	194.8	300661518
1_300762901	M1000	1	195	300762901
1_300816883	M1003	1	195.6	300816883
1_300849628	M1004	1	195.8	300849628
1_300882376	M1005	1	196	300882376
1_300915153	M1006	1	196.2	300915153
1_300939307	M1007	1	196.4	300939307
1_300954358	M1008	1	196.6	300954358
1_301149714	M1009	1	196.8	301149714
1_301294812	M1010	1	197	301294812
1_301318409	M1011	1	197.2	301318409
1_301384831	M1012	1	197.4	301384831
1_301446934	M1013	1	197.6	301446934
1_301512127	M1014	1	197.8	301512127
1_301617190	M1015	1	198	301617190
1_301739040	M1016	1	198.2	301739040
1_301995038	M1018	1	198.6	301995038
1_302247916	M1020	1	199	302247916
1_302375846	M1021	1	199.2	302375846
1_302506639	M1022	1	199.4	302506639
1_302668081	M1023	1	199.6	302668081
1_302801364	M1024	1	199.8	302801364
1_302908782	M1025	1	200	302908782
1_303070373	M1026	1	200.2	303070373
1_303148961	M1027	1	200.4	303148961
1_303336183	M1028	1	200.6	303336183
1_303465999	M1029	1	200.8	303465999
1_303567325	M1030	1	201	303567325
1_303659776	M1031	1	201.2	303659776
1_303838928	M1033	1	201.6	303838928
1_303931180	M1034	1	201.8	303931180
1_304199069	M1035	1	202	304199069
1_304719589	M1036	1	202.2	304719589
1_304858076	M1037	1	202.4	304858076
1_304999988	M1038	1	202.6	304999988
1_305252066	M1040	1	203	305252066
1_305434221	M1041	1	203.2	305434221
1_305573297	M1042	1	203.4	305573297
1_305697165	M1043	1	203.6	305697165
1_305851454	M1044	1	203.8	305851454
1_305983416	M1045	1	204	305983416
1_306111144	M1046	1	204.2	306111144
1_306348875	M1048	1	204.6	306348875
1_306476700	M1049	1	204.8	306476700
1_306611897	M1050	1	205	306611897
1_306745249	M1051	1	205.2	306745249
1_306879533	M1052	1	205.4	306879533
1_307041717	End1	1	205.641553721962	307041717
2_1	Start2	2	-4.0679104640265	1
2_107342	M1054	2	-3.6	107342
2_153223	M1055	2	-3.4	153223
2_355314	M1058	2	-2.8	355314
2_385325	M1059	2	-2.6	385325
2_432527	M1061	2	-2.2	432527
2_546765	M1062	2	-2	546765
2_610183	M1063	2	-1.8	610183
2_670264	M1064	2	-1.6	670264
2_728626	M1065	2	-1.4	728626
2_793514	M1066	2	-1.2	793514
2_848866	M1067	2	-1	848866
2_918179	M1068	2	-0.8	918179
2_964929	M1069	2	-0.6	964929
2_1019499	M1070	2	-0.4	1019499
2_1250334	M1071	2	-0.2	1250334
2_1290075	M1072	2	0	1290075
2_1337125	M1073	2	0.2	1337125
2_1380174	M1074	2	0.4	1380174
2_1419787	M1075	2	0.6	1419787
2_1461713	M1076	2	0.8	1461713
2_1506303	M1077	2	1	1506303
2_1606784	M1079	2	1.4	1606784
2_1649830	M1080	2	1.6	1649830
2_1692875	M1081	2	1.8	1692875
2_1736987	M1082	2	2	1736987
2_1778199	M1083	2	2.2	1778199
2_1821251	M1084	2	2.4	1821251
2_1863829	M1085	2	2.6	1863829
2_1906880	M1086	2	2.8	1906880
2_1949858	M1087	2	3	1949858
2_1992915	M1088	2	3.2	1992915
2_2041362	M1089	2	3.4	2041362
2_2084416	M1090	2	3.6	2084416
2_2132322	M1091	2	3.8	2132322
2_2215749	M1093	2	4.2	2215749
2_2240900	M1094	2	4.4	2240900
2_2291660	M1095	2	4.6	2291660
2_2329147	M1096	2	4.8	2329147
2_2488641	M1099	2	5.4	2488641
2_2591426	M1100	2	5.6	2591426
2_2667509	M1101	2	5.8	2667509
2_2804218	M1103	2	6.2	2804218
2_2929123	M1104	2	6.4	2929123
2_3088918	M1105	2	6.6	3088918
2_3177690	M1106	2	6.8	3177690
2_3210576	M1107	2	7	3210576
2_3240395	M1108	2	7.2	3240395
2_3270212	M1109	2	7.4	3270212
2_3336591	M1111	2	7.8	3336591
2_3373796	M1112	2	8	3373796
2_3402960	M1113	2	8.2	3402960
2_3432355	M1114	2	8.4	3432355
2_3492426	M1117	2	9	3492426
2_3521396	M1118	2	9.2	3521396
2_3550373	M1119	2	9.4	3550373
2_3579348	M1120	2	9.6	3579348
2_3608325	M1121	2	9.8	3608325
2_3675283	M1122	2	10	3675283
2_3785663	M1123	2	10.2	3785663
2_3846033	M1124	2	10.4	3846033
2_4026640	M1126	2	10.8	4026640
2_4087252	M1127	2	11	4087252
2_4185452	M1129	2	11.4	4185452
2_4301104	M1131	2	11.8	4301104
2_4344976	M1132	2	12	4344976
2_4446978	M1134	2	12.4	4446978
2_4498986	M1135	2	12.6	4498986
2_4550998	M1136	2	12.8	4550998
2_4604705	M1137	2	13	4604705
2_4656716	M1138	2	13.2	4656716
2_4708770	M1139	2	13.4	4708770
2_4758288	M1140	2	13.6	4758288
2_4817763	M1141	2	13.8	4817763
2_4867190	M1142	2	14	4867190
2_4930395	M1144	2	14.4	4930395
2_4982686	M1145	2	14.6	4982686
2_5045799	M1146	2	14.8	5045799
2_5097551	M1147	2	15	5097551
2_5170539	M1148	2	15.2	5170539
2_5304329	M1151	2	15.8	5304329
2_5414211	M1153	2	16.2	5414211
2_5462433	M1154	2	16.4	5462433
2_5514491	M1155	2	16.6	5514491
2_5569212	M1156	2	16.8	5569212
2_5678372	M1158	2	17.2	5678372
2_5729076	M1159	2	17.4	5729076
2_5781126	M1160	2	17.6	5781126
2_5818262	M1161	2	17.8	5818262
2_5855395	M1162	2	18	5855395
2_5920072	M1163	2	18.2	5920072
2_6101048	M1165	2	18.6	6101048
2_6200274	M1166	2	18.8	6200274
2_6292017	M1167	2	19	6292017
2_6382755	M1168	2	19.2	6382755
2_6501195	M1170	2	19.6	6501195
2_6565382	M1171	2	19.8	6565382
2_6627470	M1172	2	20	6627470
2_6695729	M1173	2	20.2	6695729
2_6763995	M1174	2	20.4	6763995
2_7221609	M1180	2	21.6	7221609
2_7291948	M1181	2	21.8	7291948
2_7424851	M1183	2	22.2	7424851
2_7538866	M1184	2	22.4	7538866
2_7634943	M1185	2	22.6	7634943
2_7670008	M1186	2	22.8	7670008
2_7745863	M1187	2	23	7745863
2_7823370	M1188	2	23.2	7823370
2_8171297	M1190	2	23.6	8171297
2_8376776	M1191	2	23.8	8376776
2_8472473	M1194	2	24.4	8472473
2_8624954	M1196	2	24.8	8624954
2_8702397	M1197	2	25	8702397
2_8778367	M1198	2	25.2	8778367
2_8864460	M1199	2	25.4	8864460
2_8938032	M1200	2	25.6	8938032
2_9013778	M1201	2	25.8	9013778
2_9084196	M1202	2	26	9084196
2_9160579	M1203	2	26.2	9160579
2_9244897	M1204	2	26.4	9244897
2_9329098	M1205	2	26.6	9329098
2_9398737	M1206	2	26.8	9398737
2_9477363	M1207	2	27	9477363
2_9557782	M1208	2	27.2	9557782
2_9620526	M1209	2	27.4	9620526
2_9803792	M1210	2	27.6	9803792
2_9977876	M1211	2	27.8	9977876
2_10150045	M1212	2	28	10150045
2_10231665	M1214	2	28.4	10231665
2_10359312	M1216	2	28.8	10359312
2_10451010	M1217	2	29	10451010
2_10501272	M1218	2	29.2	10501272
2_10565554	M1219	2	29.4	10565554
2_10634818	M1220	2	29.6	10634818
2_10702269	M1221	2	29.8	10702269
2_10765246	M1222	2	30	10765246
2_10836506	M1223	2	30.2	10836506
2_10902986	M1224	2	30.4	10902986
2_10938760	M1225	2	30.6	10938760
2_11005192	M1226	2	30.8	11005192
2_11156482	M1227	2	31	11156482
2_11160061	M1228	2	31.2	11160061
2_11234442	M1229	2	31.4	11234442
2_11300703	M1230	2	31.6	11300703
2_11530223	M1231	2	31.8	11530223
2_11567834	M1232	2	32	11567834
2_11649269	M1233	2	32.2	11649269
2_11716957	M1234	2	32.4	11716957
2_11782592	M1235	2	32.6	11782592
2_11856661	M1236	2	32.8	11856661
2_11934425	M1237	2	33	11934425
2_12015570	M1238	2	33.2	12015570
2_12072828	M1239	2	33.4	12072828
2_12138788	M1240	2	33.6	12138788
2_12205353	M1241	2	33.8	12205353
2_12270575	M1242	2	34	12270575
2_12349684	M1243	2	34.2	12349684
2_12411385	M1244	2	34.4	12411385
2_12475232	M1245	2	34.6	12475232
2_12541340	M1246	2	34.8	12541340
2_12610022	M1247	2	35	12610022
2_12678494	M1248	2	35.2	12678494
2_12752499	M1249	2	35.4	12752499
2_12849149	M1251	2	35.8	12849149
2_12916503	M1252	2	36	12916503
2_13019705	M1253	2	36.2	13019705
2_13149976	M1254	2	36.4	13149976
2_13235389	M1255	2	36.6	13235389
2_13338569	M1256	2	36.8	13338569
2_13535915	M1258	2	37.2	13535915
2_13642271	M1259	2	37.4	13642271
2_13753638	M1260	2	37.6	13753638
2_13854217	M1261	2	37.8	13854217
2_13955036	M1262	2	38	13955036
2_14055122	M1263	2	38.2	14055122
2_14155449	M1264	2	38.4	14155449
2_14255375	M1265	2	38.6	14255375
2_14351199	M1266	2	38.8	14351199
2_14542768	M1267	2	39	14542768
2_14625681	M1268	2	39.2	14625681
2_14803014	M1269	2	39.4	14803014
2_14901108	M1270	2	39.6	14901108
2_14997853	M1271	2	39.8	14997853
2_15157439	M1272	2	40	15157439
2_15287775	M1274	2	40.4	15287775
2_15427540	M1275	2	40.6	15427540
2_15610662	M1276	2	40.8	15610662
2_15729767	M1277	2	41	15729767
2_15897188	M1278	2	41.2	15897188
2_16081795	M1279	2	41.4	16081795
2_16311705	M1280	2	41.6	16311705
2_16386214	M1281	2	41.8	16386214
2_16462671	M1282	2	42	16462671
2_16536748	M1283	2	42.2	16536748
2_16610080	M1284	2	42.4	16610080
2_16683714	M1285	2	42.6	16683714
2_16830554	M1287	2	43	16830554
2_16904626	M1288	2	43.2	16904626
2_16990173	M1289	2	43.4	16990173
2_17050551	M1290	2	43.6	17050551
2_17112066	M1291	2	43.8	17112066
2_18000162	M1292	2	44	18000162
2_18073825	M1293	2	44.2	18073825
2_18163400	M1294	2	44.4	18163400
2_18220205	M1295	2	44.6	18220205
2_18293178	M1296	2	44.8	18293178
2_18367252	M1297	2	45	18367252
2_18440626	M1298	2	45.2	18440626
2_18513935	M1299	2	45.4	18513935
2_18587728	M1300	2	45.6	18587728
2_18736876	M1302	2	46	18736876
2_18812143	M1303	2	46.2	18812143
2_18886137	M1304	2	46.4	18886137
2_18963130	M1305	2	46.6	18963130
2_19247780	M1309	2	47.4	19247780
2_19372002	M1310	2	47.6	19372002
2_19524092	M1311	2	47.8	19524092
2_19707445	M1312	2	48	19707445
2_19896188	M1313	2	48.2	19896188
2_20106154	M1314	2	48.4	20106154
2_20250496	M1315	2	48.6	20250496
2_20471059	M1316	2	48.8	20471059
2_20662497	M1317	2	49	20662497
2_20843577	M1318	2	49.2	20843577
2_21019979	M1319	2	49.4	21019979
2_21198807	M1320	2	49.6	21198807
2_21239772	M1321	2	49.8	21239772
2_21278882	M1323	2	50.2	21278882
2_21370578	M1324	2	50.4	21370578
2_21407578	M1325	2	50.6	21407578
2_21605995	M1326	2	50.8	21605995
2_21797061	M1327	2	51	21797061
2_21929585	M1328	2	51.2	21929585
2_22386148	M1330	2	51.6	22386148
2_22591460	M1331	2	51.8	22591460
2_22712199	M1332	2	52	22712199
2_22841249	M1333	2	52.2	22841249
2_22923800	M1334	2	52.4	22923800
2_23059908	M1335	2	52.6	23059908
2_23301977	M1337	2	53	23301977
2_23563458	M1338	2	53.2	23563458
2_23639876	M1339	2	53.4	23639876
2_23732851	M1340	2	53.6	23732851
2_23881245	M1341	2	53.8	23881245
2_24045633	M1342	2	54	24045633
2_24062476	M1343	2	54.2	24062476
2_24105727	M1344	2	54.4	24105727
2_24247408	M1345	2	54.6	24247408
2_24394640	M1346	2	54.8	24394640
2_24586579	M1347	2	55	24586579
2_24775642	M1348	2	55.2	24775642
2_24959492	M1349	2	55.4	24959492
2_25152513	M1350	2	55.6	25152513
2_25336196	M1351	2	55.8	25336196
2_25567913	M1352	2	56	25567913
2_25721962	M1353	2	56.2	25721962
2_25983878	M1354	2	56.4	25983878
2_26124437	M1355	2	56.6	26124437
2_26807392	M1356	2	56.8	26807392
2_27088041	M1357	2	57	27088041
2_27370424	M1358	2	57.2	27370424
2_27675144	M1359	2	57.4	27675144
2_27853633	M1360	2	57.6	27853633
2_28175021	M1361	2	57.8	28175021
2_28435561	M1362	2	58	28435561
2_28700005	M1363	2	58.2	28700005
2_29277368	M1365	2	58.6	29277368
2_29478973	M1367	2	59	29478973
2_29572005	M1368	2	59.2	29572005
2_29683951	M1369	2	59.4	29683951
2_29762851	M1370	2	59.6	29762851
2_29887457	M1371	2	59.8	29887457
2_30112000	M1373	2	60.2	30112000
2_30278990	M1374	2	60.4	30278990
2_30412774	M1375	2	60.6	30412774
2_30720449	M1377	2	61	30720449
2_30801785	M1378	2	61.2	30801785
2_30989567	M1379	2	61.4	30989567
2_31123560	M1380	2	61.6	31123560
2_31832240	M1381	2	61.8	31832240
2_32432407	M1382	2	62	32432407
2_32816147	M1383	2	62.2	32816147
2_33185919	M1384	2	62.4	33185919
2_33570656	M1385	2	62.6	33570656
2_33962196	M1386	2	62.8	33962196
2_34331342	M1387	2	63	34331342
2_34763661	M1388	2	63.2	34763661
2_35230537	M1389	2	63.4	35230537
2_35939113	M1391	2	63.8	35939113
2_36238860	M1392	2	64	36238860
2_36527582	M1393	2	64.2	36527582
2_36814504	M1394	2	64.4	36814504
2_37082370	M1395	2	64.6	37082370
2_37404538	M1396	2	64.8	37404538
2_37709864	M1397	2	65	37709864
2_38032799	M1398	2	65.2	38032799
2_38347744	M1399	2	65.4	38347744
2_38693658	M1400	2	65.6	38693658
2_38990485	M1401	2	65.8	38990485
2_39279798	M1402	2	66	39279798
2_39620368	M1403	2	66.2	39620368
2_39929056	M1404	2	66.4	39929056
2_40215124	M1405	2	66.6	40215124
2_40553734	M1406	2	66.8	40553734
2_40873544	M1407	2	67	40873544
2_41183396	M1408	2	67.2	41183396
2_41524155	M1409	2	67.4	41524155
2_41865893	M1410	2	67.6	41865893
2_42358921	M1411	2	67.8	42358921
2_42880702	M1412	2	68	42880702
2_43324642	M1413	2	68.2	43324642
2_43748473	M1414	2	68.4	43748473
2_44179026	M1415	2	68.6	44179026
2_44579842	M1416	2	68.8	44579842
2_44986915	M1417	2	69	44986915
2_45427301	M1418	2	69.2	45427301
2_46136171	M1419	2	69.4	46136171
2_46848845	M1420	2	69.6	46848845
2_47622953	M1421	2	69.8	47622953
2_48392024	M1422	2	70	48392024
2_49124335	M1423	2	70.2	49124335
2_49508972	M1424	2	70.4	49508972
2_49946130	M1425	2	70.6	49946130
2_50262905	M1426	2	70.8	50262905
2_50557661	M1427	2	71	50557661
2_51109098	M1428	2	71.2	51109098
2_52656112	M1430	2	71.6	52656112
2_53472078	M1431	2	71.8	53472078
2_54410611	M1432	2	72	54410611
2_55559803	M1433	2	72.2	55559803
2_56709289	M1434	2	72.4	56709289
2_57854408	M1435	2	72.6	57854408
2_59002826	M1436	2	72.8	59002826
2_60245495	M1437	2	73	60245495
2_61372898	M1438	2	73.2	61372898
2_62563961	M1440	2	73.6	62563961
2_62778573	M1441	2	73.8	62778573
2_63232502	M1442	2	74	63232502
2_63746562	M1443	2	74.2	63746562
2_64093630	M1444	2	74.4	64093630
2_64526990	M1445	2	74.6	64526990
2_68797858	M1446	2	74.8	68797858
2_72848118	M1447	2	75	72848118
2_77057575	M1448	2	75.2	77057575
2_81133050	M1449	2	75.4	81133050
2_85236447	M1450	2	75.6	85236447
2_89423529	M1451	2	75.8	89423529
2_93687868	M1452	2	76	93687868
2_103030207	M1453	2	76.2	103030207
2_116313136	M1454	2	76.4	116313136
2_121353417	M1455	2	76.6	121353417
2_125877621	M1456	2	76.8	125877621
2_129651239	M1457	2	77	129651239
2_132580691	M1458	2	77.2	132580691
2_134143615	M1459	2	77.4	134143615
2_135717896	M1460	2	77.6	135717896
2_137308862	M1461	2	77.8	137308862
2_138760705	M1462	2	78	138760705
2_142611365	M1464	2	78.4	142611365
2_144210649	M1465	2	78.6	144210649
2_145810716	M1466	2	78.8	145810716
2_147046311	M1467	2	79	147046311
2_148669081	M1468	2	79.2	148669081
2_150333791	M1469	2	79.4	150333791
2_151893444	M1470	2	79.6	151893444
2_152968995	M1471	2	79.8	152968995
2_154069596	M1472	2	80	154069596
2_155157591	M1473	2	80.2	155157591
2_156346486	M1474	2	80.4	156346486
2_157266915	M1475	2	80.6	157266915
2_158415551	M1477	2	81	158415551
2_160420813	M1478	2	81.2	160420813
2_162345677	M1479	2	81.4	162345677
2_165213714	M1480	2	81.6	165213714
2_166368229	M1481	2	81.8	166368229
2_167612588	M1482	2	82	167612588
2_168823230	M1483	2	82.2	168823230
2_170392692	M1484	2	82.4	170392692
2_172253482	M1485	2	82.6	172253482
2_173097645	M1486	2	82.8	173097645
2_173944327	M1487	2	83	173944327
2_174684788	M1488	2	83.2	174684788
2_175194096	M1489	2	83.4	175194096
2_175841205	M1490	2	83.6	175841205
2_178064625	M1491	2	83.8	178064625
2_178613731	M1492	2	84	178613731
2_179053536	M1493	2	84.2	179053536
2_179510588	M1494	2	84.4	179510588
2_179998261	M1495	2	84.6	179998261
2_180645697	M1496	2	84.8	180645697
2_181199322	M1497	2	85	181199322
2_181689198	M1498	2	85.2	181689198
2_182149021	M1499	2	85.4	182149021
2_182615479	M1500	2	85.6	182615479
2_182913742	M1501	2	85.8	182913742
2_183245568	M1502	2	86	183245568
2_183529415	M1503	2	86.2	183529415
2_183846315	M1504	2	86.4	183846315
2_184174120	M1505	2	86.6	184174120
2_184449490	M1506	2	86.8	184449490
2_184599628	M1507	2	87	184599628
2_184906866	M1508	2	87.2	184906866
2_185137204	M1509	2	87.4	185137204
2_185403234	M1510	2	87.6	185403234
2_185621667	M1511	2	87.8	185621667
2_185863911	M1512	2	88	185863911
2_186377914	M1514	2	88.4	186377914
2_186628013	M1515	2	88.6	186628013
2_186853589	M1516	2	88.8	186853589
2_187110254	M1517	2	89	187110254
2_187360500	M1518	2	89.2	187360500
2_187599278	M1519	2	89.4	187599278
2_187864171	M1520	2	89.6	187864171
2_188116409	M1521	2	89.8	188116409
2_188385791	M1522	2	90	188385791
2_188662757	M1523	2	90.2	188662757
2_188933268	M1524	2	90.4	188933268
2_189181532	M1525	2	90.6	189181532
2_189496798	M1526	2	90.8	189496798
2_189810775	M1527	2	91	189810775
2_190137794	M1528	2	91.2	190137794
2_190361118	M1529	2	91.4	190361118
2_190518947	M1530	2	91.6	190518947
2_190674778	M1531	2	91.8	190674778
2_190838155	M1532	2	92	190838155
2_191002317	M1533	2	92.2	191002317
2_191144241	M1534	2	92.4	191144241
2_191307213	M1535	2	92.6	191307213
2_191486283	M1536	2	92.8	191486283
2_191793488	M1538	2	93.2	191793488
2_191962064	M1539	2	93.4	191962064
2_192100845	M1540	2	93.6	192100845
