sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
HILO67	HILO67_L002	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO67_L002_1.fq.gz	HILO67_L002_2.fq.gz
HILO71	HILO71_L002	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO71_L002_1.fq.gz	HILO71_L002_2.fq.gz
HILO73	HILO73_L002	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO73_L002_1.fq.gz	HILO73_L002_2.fq.gz
HILO76	HILO76_L002	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO76_L002_1.fq.gz	HILO76_L002_2.fq.gz
HILO78	HILO78_L002	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO78_L002_1.fq.gz	HILO78_L002_2.fq.gz
HILO79	HILO79_L002	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO79_L002_1.fq.gz	HILO79_L002_2.fq.gz
HILO82	HILO82_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO82_L003_1.fq.gz	HILO82_L003_2.fq.gz
HILO83	HILO83_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO83_L003_1.fq.gz	HILO83_L003_2.fq.gz
HILO85	HILO85_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO85_L003_1.fq.gz	HILO85_L003_2.fq.gz
HILO85	HILO85_L008	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO85_L008_1.fq.gz	HILO85_L008_2.fq.gz
HILO86	HILO86_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO86_L003_1.fq.gz	HILO86_L003_2.fq.gz
HILO87	HILO87_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO87_L003_1.fq.gz	HILO87_L003_2.fq.gz
HILO88	HILO88_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO88_L003_1.fq.gz	HILO88_L003_2.fq.gz
HILO89	HILO89_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO89_L003_1.fq.gz	HILO89_L003_2.fq.gz
HILO90	HILO90_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO90_L003_1.fq.gz	HILO90_L003_2.fq.gz
HILO91	HILO91_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO91_L003_1.fq.gz	HILO91_L003_2.fq.gz
HILO93	HILO93_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO93_L003_1.fq.gz	HILO93_L003_2.fq.gz
HILO94	HILO94_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO94_L003_1.fq.gz	HILO94_L003_2.fq.gz
HILO95	HILO95_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO95_L003_1.fq.gz	HILO95_L003_2.fq.gz
HILO96	HILO96_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO96_L003_1.fq.gz	HILO96_L003_2.fq.gz
HILO97	HILO97_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO97_L003_1.fq.gz	HILO97_L003_2.fq.gz
HILO98	HILO98_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO98_L003_1.fq.gz	HILO98_L003_2.fq.gz
HILO101	HILO101_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO101_L003_1.fq.gz	HILO101_L003_2.fq.gz
HILO102	HILO102_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO102_L003_1.fq.gz	HILO102_L003_2.fq.gz
HILO103	HILO103_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO103_L003_1.fq.gz	HILO103_L003_2.fq.gz
HILO104	HILO104_L003	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO104_L003_1.fq.gz	HILO104_L003_2.fq.gz
