 RI_ACCESSION , GENUS        , SPECIES      , ACP          , ACNO         , ACCID        , GEOCTY       , GEOSTA       , LAT          , LON          , ACELLO       , LOCALITY     , PEDIGREE     , SAMPSTAT     , SOURCE       , KERNELS      , NOTES        , FLAG         ,,,,,,,,,
RIMMA0110,Zea,mays subsp. mays,Ames,26769,633451,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0111,Zea,mays subsp. mays,Ames,26770,633452,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0112,Zea,mays subsp. mays,Ames,26771,633453,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0113,Zea,mays subsp. mays,Ames,26772,633454,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0114,Zea,mays subsp. mays,Ames,26796,633478,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0115,Zea,mays subsp. mays,Ames,26798,633480,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0116,Zea,mays subsp. mays,Ames,26808,633449,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0117,Zea,mays subsp. mays,Ames,27045,645414,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0118,Zea,mays subsp. mays,Ames,27066,645459,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0119,Zea,mays subsp. mays,Ames,27070,645462,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0120,Zea,mays subsp. mays,Ames,27105,645491,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0121,Zea,mays subsp. mays,Ames,27121,645505,,,,,,,Pride of Saline,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0122,Zea,mays subsp. mays,Ames,27122,645588,,,,,,,Yellow Selection No. 1 (Pride of Saline  yellow strain),Breeder's line,USDA,,,,,,,,,,,,

RIMMA0123,Zea,mays subsp. mays,Ames,27136,645516,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0124,Zea,mays subsp. mays,Ames,27137,645517,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0125,Zea,mays subsp. mays,Ames,27139,645519,,,,,,,Weekley's Improved,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0126,Zea,mays subsp. mays,Ames,27184,645561,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0127,Zea,mays subsp. mays,Ames,27187,645564,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0128,Zea,mays subsp. mays,Ames,27193,645570,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0129,Zea,mays subsp. mays,Ames,28290,711288,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0130,Zea,mays subsp. mays,Ames,28336,711409,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0131,Zea,mays subsp. mays,Ames,28958,717734,,,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0132,Zea,mays subsp. mays,CIze,21,801,,,,,,,CI21 x Hy,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0133,Zea,mays subsp. mays,NSL,8581,44333,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0134,Zea,mays subsp. mays,NSL,22632,88096,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0135,Zea,mays subsp. mays,NSL,22634,88098,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0136,Zea,mays subsp. mays,NSL,22983,88471,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0137,Zea,mays subsp. mays,NSL,28965,97359,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0138,Zea,mays subsp. mays,NSL,28966,97362,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0139,Zea,mays subsp. mays,NSL,30038,98958,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0140,Zea,mays subsp. mays,NSL,30053,98978,,,,,,,,Breeder's line,USDA,7,w22,,,,,,,,,,

RIMMA0141,Zea,mays subsp. mays,NSL,30059,98997,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0142,Zea,mays subsp. mays,NSL,30060,98998,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0143,Zea,mays subsp. mays,NSL,30065,99016,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0144,Zea,mays subsp. mays,NSL,30074,99040,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0145,Zea,mays subsp. mays,NSL,30861,100997,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0146,Zea,mays subsp. mays,NSL,30863,101002,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0147,Zea,mays subsp. mays,NSL,30865,101010,,,,,,,Reid Yellow Dent x Krug Yellow Dent,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0148,Zea,mays subsp. mays,NSL,30867,101016,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0149,Zea,mays subsp. mays,NSL,30869,101023,,,,,,,(A375 x M13)CI187,2,Breeder's line,USDA,,,,,,,,,,,

RIMMA0150,Zea,mays subsp. mays,NSL,30891,101093,,,,,,,Illinois Synthetic,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0151,Zea,mays subsp. mays,NSL,30894,101103,,,,,,,Snelling Corn Borer Synthetic,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0152,Zea,mays subsp. mays,NSL,32722,103554,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0153,Zea,mays subsp. mays,NSL,32728,103566,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0154,Zea,mays subsp. mays,NSL,32732,103574,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0155,Zea,mays subsp. mays,NSL,42809,105366,,,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0156,Zea,mays subsp. mays,NSL,42872,105396,,,,,,,Minnesota No. 13 (same as C46),Breeder's line,USDA,,,,,,,,,,,,

RIMMA0157,Zea,mays subsp. mays,NSL,42874,105398,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0158,Zea,mays subsp. mays,NSL,42875,105399,,,,,,,Funk Yellow Dent,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0159,Zea,mays subsp. mays,NSL,42878,105402,,,,,,,Complex cross.,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0160,Zea,mays subsp. mays,NSL,65864,112433,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0161,Zea,mays subsp. mays,NSL,65865,112434,,,,,,,Iowa Stiff Stalk Synthetic.,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0162,Zea,mays subsp. mays,NSL,65866,112435,,,,,,,Iowa Stiff Stalk Synthetic,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0163,Zea,mays subsp. mays,NSL,65873,112442,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0164,Zea,mays subsp. mays,NSL,65874,112443,,,,,,,,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0165,Zea,mays subsp. mays,NSL,81599,118605,,,,,,,Minnesota Synthetic 3,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0166,Zea,mays subsp. mays,PI,213696,175890,United States,Illinois,41.7175,,89.9258,,From  E. Fadden  Lyndon  Illinois.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0167,Zea,mays subsp. mays,PI,213697,175891,United States,Pennsylvania,,,,From Noah Hershey  Lancaster  Pennsylvania.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0168,Zea,mays subsp. mays,PI,213698,175892,United States,Indiana,,,,From Ben French  Springport  Indiana.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0169,Zea,mays subsp. mays,PI,213699,175893,United States,Iowa,42.4003,,93.0756,,From H.A. Schemed  Steamboat Rock  Iowa.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0170,Zea,mays subsp. mays,PI,213700,175894,United States,Indiana,,,,From H.C. Lacton  New Castle  Indiana.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0171,Zea,mays subsp. mays,PI,213702,175896,United States,Iowa,41.6117,,93.885,,From Burl York  Waukee  Iowa.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0172,Zea,mays subsp. mays,PI,213705,175899,United States,Illinois,39.8525,,89.4086,,From G. Nilhaus  Buffalo  Illinois.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0173,Zea,mays subsp. mays,PI,213706,175900,United States,Iowa,42.5225,,93.2511,,From W. Reinhardt  Iowa Falls  Iowa.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0174,Zea,mays subsp. mays,PI,213708,175902,United States,Iowa,41.6731,,93.6975,,From J.J. Newlin  Johnston  Iowa.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0175,Zea,mays subsp. mays,PI,213709,175903,United States,Iowa,43.1381,,93.3792,,From John Dieterlene  Clear Lake  Iowa.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0176,Zea,mays subsp. mays,PI,213712,175906,United States,Kansas,37.4744,,97.2436,,From W.C. Lambke  Mulvane  Kansas.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0177,Zea,mays subsp. mays,PI,213715,175909,United States,Texas,,,,Originally from Texas.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0178,Zea,mays subsp. mays,PI,213716,175910,United States,Iowa,42.7317,,93.7328,,From C.H. Miller  Clarion  Iowa.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0179,Zea,mays subsp. mays,PI,213717,175911,United States,Illinois,40.9044,,89.0344,,From George Krug Jr.  Minonk  Illinois.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0180,Zea,mays subsp. mays,PI,213718,175912,United States,Iowa,42.9528,,92.5361,,From W.B. Smith  Nashua  Iowa.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0181,Zea,mays subsp. mays,PI,213719,175913,United States,Missouri,,,,From Elsberry  Missouri.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0182,Zea,mays subsp. mays,PI,213720,175914,United States,Nebraska,40.1464,,97.18,,From C.J. Galbraith  Fairbury  Nebraska.,Midland X Reid.,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0183,Zea,mays subsp. mays,PI,213721,175915,United States,Iowa,42.4222,,94.9894,,From R. Wilson  Sac City  Iowa.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0184,Zea,mays subsp. mays,PI,213722,175916,United States,Minnesota,,,,From N.P. Brepke  Emmons  Minnesota.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0185,Zea,mays subsp. mays,PI,213723,175917,United States,South Dakota,,,,Originally from South Dakota.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0186,Zea,mays subsp. mays,PI,213724,175918,United States,Iowa,42.0347,,90.4808,,From Dr. G.F. Sprague  Ames  Iowa.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0187,Zea,mays subsp. mays,PI,213725,175919,United States,Kansas,37.8172,,96.8778,,From C.C. Cunningham  El Dorado  Kansas.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0188,Zea,mays subsp. mays,PI,213727,175921,United States,Illinois,38.8922,,89.4131,500,From J. Wilderman  Greenville  Illinois.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0189,Zea,mays subsp. mays,PI,213728,175922,United States,Arizona,,,,Apache Tribe  Arizona.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0190,Zea,mays subsp. mays,PI,213744,175938,United States,Oklahoma,,,,Cherokee Tribe  Oklahoma.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0191,Zea,mays subsp. mays,PI,213748,175942,United States,Oklahoma,,,,Cheyenne Tribe  Oklahoma.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0192,Zea,mays subsp. mays,PI,213770,175963,United States,South Dakota,,,,Sioux Tribe  South Dakota.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0193,Zea,mays subsp. mays,PI,213771,175964,United States,Nebraska,,,,Winnebago Tribe  Nebraska.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0194,Zea,mays subsp. mays,PI,213780,175973,United States,South Dakota,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0195,Zea,mays subsp. mays,PI,213781,175974,United States,South Dakota,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0196,Zea,mays subsp. mays,PI,213793,175986,,,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0197,Zea,mays subsp. mays,PI,214197,176126,Canada,Ontario,,,,Ontario Agricultural College  Guelph  Ontario.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0198,Zea,mays subsp. mays,PI,214293,176159,United States,Pennsylvania,,,,From Charles Ricedorf  Lancaster  Pennsylvania.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0199,Zea,mays subsp. mays,PI,214294,176160,United States,Ohio,,,,From Hershel Long  Yellow Springs  Ohio.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0200,Zea,mays subsp. mays,PI,214295,176161,United States,Kansas,,,,From the collection at the Kansas State College Agronomy Farm.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0201,Zea,mays subsp. mays,PI,217405,177451,,,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0202,Zea,mays subsp. mays,PI,217407,177455,,,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0203,Zea,mays subsp. mays,PI,217408,177458,,,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0204,Zea,mays subsp. mays,PI,217412,177462,,,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0205,Zea,mays subsp. mays,PI,217472,177497,United States,New York,,,,From Rushville  New York.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0206,Zea,mays subsp. mays,PI,217473,177498,United States,Pennsylvania,,,,From Grand Valley  Pennsylvania.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0207,Zea,mays subsp. mays,PI,217475,177500,United States,New Jersey,,,,From Hackettston  New Jersey.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0208,Zea,mays subsp. mays,PI,218005,177740,United States,West Virginia,,,,From R.W. Loudermilk  Willow End  Monroe County  West Virginia.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0209,Zea,mays subsp. mays,PI,218195,177861,United States,West Virginia,,,,Originally developed by C.R. Rector in Wood Co.  West Virginia on a farm once owned by George Washington.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0210,Zea,mays subsp. mays,PI,219871,178146,United States,North Dakota,,,,Obtained from Canadian Assiniboine Indians by Oscar H. Will Seed Company  Bismarck  North Dakota.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0211,Zea,mays subsp. mays,PI,219877,178158,United States,North Dakota,,,,From Oscar H. Will Seed Company  Bismarck  North Dakota.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0212,Zea,mays subsp. mays,PI,219882,178167,United States,North Dakota,,,,From Oscar H. Will Seed Company  Bismarck  North Dakota.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0213,Zea,mays subsp. mays,PI,219883,178170,United States,North Dakota,,,,From J.G. Haney.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0214,Zea,mays subsp. mays,PI,219884,178171,United States,North Dakota,,,,From J.G. Haney.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0215,Zea,mays subsp. mays,PI,221866,179550,United States,Missouri,37.8986,,94.2319,260,From E. Grundy  Walker  Missouri.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0216,Zea,mays subsp. mays,PI,221870,179554,United States,Missouri,39.4489,,91.0514,450,From Louisiana  Missouri. Pike county.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0217,Zea,mays subsp. mays,PI,221872,179556,United States,Arkansas,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0218,Zea,mays subsp. mays,PI,221873,179557,United States,Arkansas,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0219,Zea,mays subsp. mays,PI,221874,179558,United States,Texas,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0220,Zea,mays subsp. mays,PI,221876,179560,United States,Tennessee,,,,Grown near New Madrid  Missouri.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0221,Zea,mays subsp. mays,PI,221877,179561,United States,Missouri,36.5864,,89.5278,93,From Koehler  New Madrid  Missouri. New Madrid county.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0222,Zea,mays subsp. mays,PI,221878,179562,United States,Missouri,36.5864,,89.5278,93,From Koehler  New Madrid  Missouri. New Madrid county.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0223,Zea,mays subsp. mays,PI,221880,179564,United States,Missouri,36.2333,,89.8167,,From Gale  Pemiscot County  southeast Missouri.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0224,Zea,mays subsp. mays,PI,221882,179566,United States,Missouri,39.0725,,93.7169,255,From Meinershagen  Higginsville  Missouri. Lafayette county.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0225,Zea,mays subsp. mays,PI,221885,179569,United States,Missouri,39.1231,,93.1967,238,From Marshall  Missouri. Saline county.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0226,Zea,mays subsp. mays,PI,221889,179573,United States,Missouri,,,,From Ozark area of southern Missouri.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0227,Zea,mays subsp. mays,PI,222314,179812,United States,Nebraska,,,,North,central Nebraska.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0228,Zea,mays subsp. mays,PI,222315,179813,United States,Nebraska,,,,From southwestern Nebraska.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0229,Zea,mays subsp. mays,PI,222316,179814,United States,Nebraska,,,,From east,central Nebraska.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0230,Zea,mays subsp. mays,PI,222317,179815,United States,Nebraska,,,,From central Nebraska.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0231,Zea,mays subsp. mays,PI,222318,179816,United States,Nebraska,,,,From south,central Nebraska.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0232,Zea,mays subsp. mays,PI,222469,179847,United States,Michigan,,,,From Jacob Smithers  Marian  Michigan.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0233,Zea,mays subsp. mays,PI,222470,179848,United States,Michigan,,,,From M.G. Dickerson  Bloomingdale  Michigan.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0234,Zea,mays subsp. mays,PI,222473,179851,United States,Michigan,,,,From John Thurman  Mt. Clemens  Michigan.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0235,Zea,mays subsp. mays,PI,222474,179852,United States,Michigan,,,,From Arthur Jewett  Mason  Michigan.,Duncan,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0236,Zea,mays subsp. mays,PI,222481,179859,United States,Michigan,,,,From Roscoe J. Carl and Son Seed Co.  Lansing  Michigan.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0237,Zea,mays subsp. mays,PI,222483,179861,United States,Michigan,,,,From Albert Deidrich  Richmond  Michigan,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0238,Zea,mays subsp. mays,PI,222494,179872,United States,Michigan,,,,From Roscoe Carl and Son  Seed Co.  Lansing  Michigan.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0239,Zea,mays subsp. mays,PI,222495,179873,United States,Michigan,,,,From D.A. McPherson  Lowell  Michigan.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0240,Zea,mays subsp. mays,PI,222609,179911,United States,Kansas,37.1692,,94.8439,,From Oscar Rhoades  Columbus  Kansas. Grown in that area since about 1870.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0241,Zea,mays subsp. mays,PI,222613,179915,,,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0242,Zea,mays subsp. mays,PI,222614,179916,United States,Kansas,37.8172,,96.8619,,C.C. Cunningham  El Dorado  Kansas.,Midland (Oscar Rhoades version) and introduced germplasm.,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0243,Zea,mays subsp. mays,PI,222615,179917,United States,Kansas,37.1675,,37.1694,,Certified Midland from Carl Hellwig  Oswego  Kansas.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0244,Zea,mays subsp. mays,PI,222618,179920,United States,Kansas,,,,From Hays Branch Station in 1923 from Ness County and further selected at the Station.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0245,Zea,mays subsp. mays,PI,222621,179923,United States,Kansas,,,,From J.W. Kuhn  Belleville  Kansas.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0246,Zea,mays subsp. mays,PI,222635,179937,United States,Kansas,,,,From Bowman Bros.  Lebo  Kansas. Grown there since 1874.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0247,Zea,mays subsp. mays,PI,222639,179941,United States,Kansas,,,,From Department of Agronomy  Kansas State College ,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0248,Zea,mays subsp. mays,PI,222640,179942,United States,Kansas,,,,From Potwin  Kansas. Grown in Butler County for 55 years.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0249,Zea,mays subsp. mays,PI,222641,179943,United States,Kansas,,,,From Ernest G. Classen  Route 1  Whitewater  Kansas.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0250,Zea,mays subsp. mays,PI,224945,180973,United States,West Virginia,,,,Grown by Merritt Weakley  Williamsburg  West Virginia.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0251,Zea,mays subsp. mays,PI,233001,184581,United States,Missouri,37.8769,,94.0211,275,From Ralph Gundy  Eldorado Springs  Missouri. Cedar county.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0252,Zea,mays subsp. mays,PI,233002,184582,,,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0253,Zea,mays subsp. mays,PI,233006,184586,United States,Missouri,37.8986,,94.2319,260,From Oran Gundy  Walker  Missouri. Vernon county.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0254,Zea,mays subsp. mays,PI,233008,184588,United States,Missouri,37.8986,,94.2319,260,From Dixie Hightower  Walker  Missouri. Vernon county.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0255,Zea,mays subsp. mays,PI,233009,184589,,,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0256,Zea,mays subsp. mays,PI,237000,186108,United States,Missouri,,,,From George Wilkerson  Sedalia  Missouri.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0257,Zea,mays subsp. mays,PI,257506,196837,,,,,,,Open Pollinated Lacaune.,Other,USDA,,,,,,,,,,,,

RIMMA0258,Zea,mays subsp. mays,PI,267179,201239,United States,Minnesota,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0259,Zea,mays subsp. mays,PI,269743,202909,United States,Missouri,,,,Obtained by a county agent who received from W.T. Reiger  Dora  Missouri.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0260,Zea,mays subsp. mays,PI,269744,202910,United States,Missouri,,,,From Perkins family in Adair County who have grown it for years.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0261,Zea,mays subsp. mays,PI,269757,202923,,,,,,,Bulk of Tom Thumb varieties.,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0262,Zea,mays subsp. mays,PI,270297,203367,Argentina,,,,,,41:2504B Amargo Inbred Line,Breeder's line,USDA,,,,,,,,,,,,

RIMMA0263,Zea,mays subsp. mays,PI,278713,208070,United States,Ohio,,,,From the J.B. Sayre's open pollinated corn collection.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0264,Zea,mays subsp. mays,PI,278716,208073,United States,Ohio,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0265,Zea,mays subsp. mays,PI,278717,208074,United States,Ohio,,,,From the J.B. Sayre's open pollinated corn collection.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0266,Zea,mays subsp. mays,PI,278719,208076,United States,Ohio,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0267,Zea,mays subsp. mays,PI,278720,208077,United States,Ohio,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0268,Zea,mays subsp. mays,PI,278721,208078,United States,Ohio,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0269,Zea,mays subsp. mays,PI,278724,208081,United States,Iowa,41.35,,93.3564,,From Walter Russell  Indianola  Iowa. Grown for many years.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,

RIMMA0270,Zea,mays subsp. mays,PI,280061,208624,,,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0271,Zea,mays subsp. mays,PI,280852,208911,United States,Wisconsin,,,,Maintained in Madison  Wisconsin.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0272,Zea,mays subsp. mays,PI,280853,208912,United States,Wisconsin,,,,Maintained in Madison  Wisconsin.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0273,Zea,mays subsp. mays,PI,303922,228196,,,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0274,Zea,mays subsp. mays,PI,303923,228197,,,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0275,Zea,mays subsp. mays,PI,311232,232340,,,,,,,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0276,Zea,mays subsp. mays,PI,311235,232343,United States,Virginia,,,,Originally from Tennessee,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

RIMMA0277,Zea,mays subsp. mays,PI,311236,232344,United States,Ohio,,,,Originally from Ohio.,,Traditional cultivar/landrace,USDA,,,,,,,,,,,,

